customer_id,tipo_id,dni,name,last_name1,last_name2,birthday,phone,registration_date,account_status,is_premium
1073,PA,XC4331294,William,Duarte,Henao,1993-11-28,+57 302 418 8805,2023-12-21,inactive,false
1074,CE,7442941,Mauricio,Ortiz,,2005-07-11,+57 325 379 4738,2024-07-18,active,false
1075,CC,830064813,Sergio,Bernal,Prieto,1975-05-13,+57 305 392 4075,2025-06-13,active,true
1076,CC,1794659237,Fernando,Cardona,,1980-12-22,+57 318 506 0685,2024-05-06,active,false
1077,CC,626068813,Camila,Montoya,Hoyos,1949-06-10,+57 350 779 0104,2023-11-18,active,true
1078,CC,1382138392,Elías,Barrera,Cardona,1957-06-17,+57 303 798 0893,2023-06-15,active,false
1079,NIT,818167529,Pilar,Cortés,Flores,1946-05-14,+57 320 806 7065,2025-12-12,active,true
1080,CC,296494927,Esteban,Cortés,Escobar,2005-08-10,+57 314 277 2217,2025-02-19,active,false
1081,CC,88642496,Daniel,Montoya,Villamizar,1959-11-02,+57 315 054 1566,2024-09-14,active,false
1082,CC,1571395250,Rosa,Ocampo,Bernal,1980-12-28,+57 323 284 5115,2025-07-07,active,false
1083,CE,7397090,Jaime,Reyes,Suárez,1991-01-09,+57 325 658 2029,2023-07-10,active,false
1084,CC,806640220,Alejandra,Caballro,Pineda,1984-06-24,+57 322 285 6543,2023-07-14,suspended,true
1085,CC,1323996249,Flor,Pineda,Vargas,1989-05-31,+57 303 217 2715,2024-03-22,active,false
1086,CC,786298547,Mateo,Mejía,Hoyos,1975-10-16,+57 310 237 0589,2023-10-13,active,false
1087,CC,892175801,Jacobo,Díaz,,1958-07-13,+57 304 517 7852,2023-07-08,inactive,false
1088,CC,357821401,Gustavo,Rojas,Ramírez,1987-10-15,+57 320 414 3842,2025-01-15,active,false
1089,CC,1309525911,Fanny,Reyes,Padilla,1986-04-25,+57 300 109 4396,2023-05-02,active,true
1090,CC,648734377,Darío,Ospina,Mejía,1979-01-01,+57 305 767 7359,2023-06-09,active,false
1091,CC,1011742212,Stella,Rincón,,2000-09-23,+57 311 210 4696,2025-08-15,active,false
1092,CC,1081078308,Rocío,Prieto,Rivera,1951-09-03,+57 300 168 7339,2025-11-21,active,true
1093,CC,1905059263,Nubia,Forero,Cardona,1991-08-04,+57 315 060 9835,2025-05-12,active,true
1094,NIT,905737723,Reinaldo,Carvajal,Vásquez,1984-08-17,+57 304 398 6800,2025-02-24,active,false
1095,CE,5444047,Rubén,Bermúdez,,1997-07-20,+57 322 588 8794,2024-10-11,active,true
1096,CC,580222261,Sandra,Galindo,Palacio,1946-04-17,+57 351 097 2896,2024-05-18,active,false
1097,CC,447854051,Wendy,Castro,,1981-05-26,+57 351 028 3857,2025-09-29,active,false
1098,CC,1498878992,Inés,Ríos,Aristizábal,1991-06-05,+57 311 484 3443,2024-03-06,active,false
1099,CE,6719156,Margarita,Palacio,Vargas,1955-08-15,+57 313 041 5747,2023-12-03,active,false
1100,CC,1448457486,Margarita,Duque,Jiménez,1950-05-12,+57 324 301 6571,2024-05-14,active,true
1101,NIT,886212799,Jorge,Caicedo,Molina,1990-01-07,+57 324 938 0262,2023-08-09,inactive,true
1102,CC,90458013,Duván,Ocampo,,2007-09-08,+57 323 154 7887,2026-01-30,inactive,true
1103,CC,409859461,Óscar,Rivera,Duarte,2007-08-19,+57 322 329 6685,2025-11-01,active,false
1104,CC,717864947,Particia,Echeverri,Valencia,1988-04-14,+57 312 530 1742,2023-03-02,active,false
1105,CC,480575081,Didier,Zapata,Gil,1946-12-01,+57 304 795 6878,2025-10-13,active,false
1106,CC,1979768004,Edgardo,Villegas,Hernández,1971-12-12,+57 321 839 8225,2023-06-13,inactive,false
1107,CC,902117479,Ferney,Padilla,Villamizar,1978-04-25,+57 321 740 6403,2023-06-05,active,true
1108,CC,396506950,Ana,Niño,Torres,1958-11-30,+57 315 676 6182,2025-06-16,active,false
1109,CC,650729647,Inés,Velásquez,Tobón,1978-05-05,+57 321 633 7524,2025-06-24,active,false
1110,CC,968724886,David,Jaramillo,López,1970-01-13,+57 351 067 3830,2024-06-22,active,false
1111,CC,1891750428,Maira,Prieto,Contreras,1998-05-17,+57 317 440 8926,2024-05-04,active,true
1112,CC,818442101,Fanny,Henao,Barrera,1996-05-07,+57 311 342 7086,2025-10-03,suspended,false
1113,CC,1160268553,Catalina,Parra,Caballero,1961-11-01,+57 312 699 0139,2023-05-23,active,false
1114,CC,1613910922,Amparo,Mejía,García,1959-06-07,+57 350 936 3854,2024-06-17,active,false
1115,CC,1645585748,Tatiana,Quintero,Ocampo,1954-08-28,+57 315 560 9320,2024-03-29,active,false
1116,CC,1082241761,Germán,Ospina,,1972-08-18,+57 319 772 5228,2024-07-18,active,false
1117,CC,895605559,William,Ramírez,Gómez,1999-10-12,+57 350 203 8750,2023-06-26,active,false
1118,CC,1560897067,Gonzalo,Jaramillo,Rodríguez,1990-05-09,+57 300 862 1182,2024-09-16,active,false
1119,CC,1507303585,Pilar,Arias,Hernández,1993-09-06,+57 324 016 6687,2023-07-22,active,true
1120,CC,1144213201,Nelly,Becerra,Duarte,1950-01-16,+57 310 974 0148,2024-05-22,active,true
1121,CC,175222006,Jhon,López,Beltrán,1988-11-15,+57 322 685 6218,2024-06-13,active,false
1122,CC,73620623,Fernanda,Gómez,Marín,1967-09-21,+57 319 358 6629,2025-08-17,active,true
1123,CC,341307093,Anderson,Valencia,Hernández,1960-07-22,+57 315 110 4754,2024-11-16,active,true
1124,CC,706708819,Margaritaa,Cifuentes,Jiménez,1952-07-24,+57 313 661 8398,2023-03-04,active,false
1125,CC,1690763786,Carmen,Arias,Torres,2003-08-07,+57 311 799 3712,2024-07-06,active,false
1126,CC,1408090994,Esther,Salazar,Duarte,1945-11-29,+57 314 937 5265,2024-10-14,active,false
1127,CC,1220859759,Graciela,Valencia,Castaño,1995-05-04,+57 325 807 3741,2024-02-10,active,false
1128,CC,819581623,Nelly,Mendoza,Cortés,2003-06-23,+57 322 688 6805,2025-10-15,active,false
1129,CC,1219506354,Miguel,Jiménez,Jaramillo,1945-07-17,+57 317 101 4388,2024-12-17,active,false
1130,CC,62747899,Ximena,Velásquez,Aristizábal,1977-12-15,+57 317 112 5457,2024-10-04,active,false
1131,CC,257143731,Paola,Murillo,Arango,2006-08-16,+57 325 238 2825,2024-12-04,active,false
1132,CC,1328784603,Leidy,Escobar,,1951-10-29,+57 322 660 3341,2025-08-15,active,false
1133,CC,1382475235,Gabriel,Giraldo,,1987-07-24,+57 322 155 7924,2025-04-20,inactive,false
1134,CC,908161637,Jhon,Vargas,Castro,1969-11-28,+57 317 278 2827,2025-04-02,active,false
1135,CC,1215988329,Pedro,Sánchez,García,1975-05-30,+57 325 767 7219,2025-05-24,active,false
1136,CC,1073677306,Lorena,Medina,Reyes,1972-05-21,+57 322 148 5807,2023-09-26,active,false
1137,CE,1559332,Janeth,Forrero,Mejía,1979-12-09,+57 310 959 6292,2024-06-06,active,false
1138,CC,631338402,Freddy,Suárez,Contreras,1971-09-24,+57 325 126 0422,2025-12-26,active,false
1139,CC,980644842,Reinaldo,Aristizábal,Ruiz,2003-12-22,+57 320 457 7590,2025-05-12,inactive,false
1140,CC,932651533,Olga,Gil,Cárdenas,1955-10-22,+57 312 545 8929,2025-11-16,inactive,false
1141,CC,1851792793,Reinaldo,Sánchez,,1997-06-26,+57 300 632 4241,2025-08-29,active,false
1142,CC,931766420,Edith,Reyes,,1966-12-23,+57 300 371 2938,2023-08-20,active,true
1143,CC,201837028,Deiby,Vargas,Peña,1961-12-16,+57 314 542 6221,2023-09-06,active,true
1144,CC,960012112,Manuel,Suárez,Escobar,1952-10-18,+57 303 219 6565,2023-08-03,active,false
1145,CC,1830834420,César,Carvajal,Palacio,1953-09-05,+57 320 983 6403,2024-04-02,active,true
1146,CC,1858583996,Nohora,Gómez,García,1954-04-22,+57 315 827 1091,2025-06-17,active,false
1147,CC,873884174,Jhonatan,Velásquez,Escobar,2002-05-09,+57 312 141 8328,2023-12-16,active,false
1148,CC,134352078,Henry,Bedoya,Zapata,1992-12-24,+57 303 799 0421,2025-07-15,active,true
1149,CC,1885741199,Nelly,Suárez,Palacio,1990-12-09,+57 314 648 1491,2023-04-08,active,false
1150,CC,257677029,Consuelo,Reyes,Parra,1993-05-22,+57 301 030 7562,2023-02-12,active,false
1151,CE,5467620,Yeimy,Hoyos,Galindo,1990-12-30,+57 303 802 3806,2025-03-11,active,false
1152,CC,1694716427,Beatriz,Giraldo,,1988-10-05,+57 315 973 8320,2025-09-14,inactive,true
1153,CC,521461008,Jario,Botero,Duarte,1981-05-31,+57 304 410 3865,2023-06-09,active,false
1154,CC,290693912,Ignacio,Mendoza,Velásquez,1992-09-10,+57 314 655 7431,2024-07-25,inactive,true
1155,CC,779416420,Camilo,Gutiérrez,,1946-10-24,+57 313 741 1249,2025-08-20,active,false
1156,CC,383378127,Diana,Hoyyos,Cárdenas,2006-07-15,+57 321 831 7121,2025-10-20,active,false
1157,CC,1268680442,Ricardo,Acosta,Bernal,1991-12-31,+57 302 372 1510,2023-03-23,inactive,true
1158,CC,1960568456,Alberto,Palacio,Martínez,1996-09-19,+57 318 209 9934,2024-09-02,active,false
1159,CC,1364534729,Diana,Castaño,Galindo,1956-05-04,+57 316 578 7598,2023-03-18,active,false
1160,CC,1022934508,Nohora,Medina,,1974-08-08,+57 305 133 4803,2024-05-28,active,false
1161,CC,1972757105,Nubia,Cruz,,1971-01-24,+57 322 929 3784,2025-01-27,active,true
1162,CC,1741828345,Irene,Medina,,1999-08-17,+57 314 002 9218,2024-02-05,inactive,false
1163,CC,948167709,Bibiana,Velásquez,Ríos,1957-06-02,+57 305 895 3926,2024-11-17,active,false
1164,NIT,808692676,Maira,Rodríguez,Prieto,1996-08-28,+57 324 917 2513,2024-05-04,active,false
1165,CC,545884921,José,Mesa,Tobón,1964-01-04,+57 312 100 6762,2025-01-24,inactive,false
1166,CC,1485665736,Elsa,Salazar,,1993-11-15,+57 302 040 5411,2025-08-19,active,false
1167,CE,619979,Juliana,Carvajal,Díaz,1980-11-14,+57 305 015 3368,2025-07-15,active,false
1168,CC,127048284,Milena,Mejía,Sánchez,1985-02-05,+57 302 497 3103,2025-07-01,active,false
1169,CC,1178501747,Sandra,Zapata,Molina,1983-11-05,+57 316 527 0477,2025-03-07,active,false
1170,CC,1634478785,Mauricio,Villegas,Morales,1970-10-14,+57 316 868 7937,2023-06-11,active,false
1171,CC,268303348,David,Londoño,Trujillo,1947-06-23,+57 305 332 0616,2024-01-27,active,false
1172,CC,863313354,Nohora,León,Tobón,1972-08-24,+57 320 709 9861,2024-08-25,active,true
1173,CE,5869167,Reinaldo,Morales,Lozano,1951-07-12,+57 316 799 7024,2024-07-31,active,false
1174,CE,439451,Víctor,Gonázlez,Duarte,1986-09-05,+57 312 713 2475,2024-11-04,active,false
1175,CE,1042977,Sergio,Murillo,Caicedo,1975-11-18,+57 313 862 8902,2023-06-21,active,false
1176,CC,1094750635,César,González,Quintero,1982-12-06,+57 311 579 7279,2023-04-10,active,false
1177,CC,1238914817,Raúl,Rangel,Díaz,1958-10-21,+57 324 334 6800,2024-05-05,active,true
1178,NIT,972534288,Yeimy,García,Franco,1990-07-06,+57 315 743 7489,2025-03-19,active,true
1179,CC,147089025,Edwin,Bernal,Contreras,1986-09-19,+57 312 443 2830,2024-12-03,active,false
1180,CC,843814037,Ediwn,Montoya,Palacio,1961-01-19,+57 314 387 5842,2024-03-01,active,false
1181,CC,403136288,Paola,Molina,,1947-08-20,+57 311 534 6554,2023-08-08,active,false
1182,CC,1872937245,Carolina,Gil,Vásquez,1964-07-26,+57 313 602 2356,2026-01-27,suspended,false
1183,CC,389727228,Pablo,Montoya,Flores,1988-01-09,+57 318 432 9271,2023-02-16,active,false
1184,NIT,886493429,Marisol,Echeverri,González,1959-05-12,+57 300 033 5421,2024-03-03,active,false
1185,CC,941288987,Xiomara,Pérez,Ospina,1951-12-01,+57 319 532 6033,2025-01-08,active,true
1186,CC,1892364194,Johan,Londoño,,1967-09-30,+57 323 090 1001,2026-02-06,active,false
1187,CC,1430913867,Antonio,Duque,,2001-05-16,+57 323 926 1891,2024-08-12,active,false
1188,CC,354399684,Irene,Acosta,Trujillo,2005-05-02,+57 310 753 0011,2024-09-21,active,false
1189,CC,990865799,Diana,Villamizar,,1945-09-08,+57 318 012 0455,2024-07-31,active,true
1190,CE,4601484,Daniel,García,Jaramillo,1951-12-22,+57 314 216 6746,2025-03-11,active,false
1191,CE,2774211,Yeimy,Reyes,,2001-07-08,+57 322 729 6590,2025-10-22,inactive,false
1192,CC,1416545030,Ricardo,Echeverri,Castro,1988-02-01,+57 351 993 5889,2026-01-16,active,false
1193,CE,1015467,Stella,Jaramillo,Pineda,2007-11-19,+57 319 721 7535,2026-01-21,suspended,true
1194,CC,199021207,Fanny,Salazar,Cortés,1953-05-27,+57 314 170 1660,2025-08-10,active,true
1195,CC,741978817,Irene,Vásquez,Villamizar,1985-01-10,+57 318 589 9757,2024-05-08,active,false
1196,CC,1936028958,Cecilia,Cárdenas,Ospina,1997-05-30,+57 350 614 9331,2023-11-21,inactive,false
1197,CC,1925027896,Soraya,Rivera,Jiménez,1979-06-18,+57 304 708 0869,2025-12-05,active,false
1198,CC,1311720341,Javier,Botero,Tobón,1951-08-27,+57 316 693 4654,2025-12-05,active,true
1199,CC,1198807353,Wendy,Rangel,Duque,1967-10-19,+57 310 945 2288,2024-03-24,active,false
1200,CC,1929562613,Pilar,Cifuentes,Prieto,1954-05-10,+57 317 081 0620,2024-09-14,active,false
1201,CC,1628330682,Jorge,Cardona,Ruiz,1974-01-21,+57 318 198 3863,2025-02-10,active,false
1202,CC,1481345766,Faber,Henao,,1987-05-01,+57 300 439 7359,2023-05-28,active,false
1203,CC,266310358,Sergio,Ospina,Bedoya,1984-01-18,+57 312 842 2940,2025-07-03,active,false
1204,CC,1239814467,Mónica,Giraldo,Escobar,1972-08-07,+57 350 583 2818,2023-07-06,active,false
1205,CC,1626315789,Stella,Medina,Jaramillo,1968-05-11,+57 321 015 7399,2025-10-06,active,true
1206,CC,815216266,Martín,Castro,Niño,1975-05-23,+57 319 043 5811,2025-08-07,active,false
1207,CE,7217053,Juan,Escobar,,1954-12-16,+57 321 612 0750,2024-04-03,active,true
1208,CC,878545512,Armando,Gómez,Aguilar,1980-08-29,+57 316 180 9190,2023-03-13,active,true
1209,CE,6499057,Camilo,Ospina,Mejía,1983-01-23,+57 305 832 6842,2025-10-04,active,false
1210,CC,20801495,Libardo,Caballero,García,1971-07-21,+57 313 353 6822,2023-07-31,active,false
1211,CE,9308193,Sandra,Flores,Lozano,1978-05-02,+57 313 141 3975,2023-07-06,active,false
1212,CC,1426098500,Milena,Vásquez,,1988-04-13,+57 322 955 6205,2023-12-16,active,false
1213,CC,966398962,Alberto,Castaño,Mendoza,1985-09-03,+57 321 129 1428,2025-10-31,active,false
1214,CC,1661844967,Libardo,Gómez,Londoño,1970-10-22,+57 321 488 7256,2023-04-23,active,false
1215,CC,522992618,Mateo,Mendoza,Villamizar,1953-11-14,+57 304 722 9927,2025-12-25,inactive,true
1216,CE,879091,Fabán,Torres,Aguilar,2005-08-25,+57 350 844 9892,2023-12-08,active,false
1217,CE,8268181,Alejandro,Trujillo,Medina,1957-06-05,+57 320 272 3184,2023-02-20,active,false
1218,CC,1038246621,Esmeralda,Vargas,Galindo,1977-10-22,+57 324 603 0299,2024-01-03,active,false
1219,NIT,960888808,Graciela,Ruiz,,1945-04-24,+57 351 413 7977,2023-03-17,active,false
1220,CC,1482295814,Jhonatan,Padilla,Flores,1986-06-20,+57 311 662 1038,2023-06-27,inactive,false
1221,CC,1693344214,Mónica,Franco,,1973-05-25,+57 302 729 8068,2023-10-05,active,false
1222,CC,1602131582,Jaime,Aguilar,Echeverri,1949-04-18,+57 317 247 3149,2023-08-26,inactive,false
1223,CC,451133291,Yuri,Rangel,Prieto,1963-08-30,+57 315 126 9448,2025-05-24,active,false
1224,CC,1210644851,Stephany,Velásquez,Caicedo,1972-06-04,+57 313 956 2137,2024-07-10,active,false
1225,CC,845593782,Aura,Rincón,Carvajal,1947-02-05,+57 304 796 1143,2023-08-12,active,false
1226,CE,3040561,Víctor,Marín,Cardona,1967-05-30,+57 300 384 3098,2025-07-25,active,false
1227,CC,867777322,Daniela,Quintero,Rodríguez,1985-07-19,+57 322 380 1184,2025-05-17,active,false
1228,CC,385884345,Esteban,Castaño,Rivera,1981-05-23,+57 321 184 5184,2023-09-13,inactive,false
1229,CC,1675585753,Faber,Murillo,Lozano,1978-06-17,+57 319 141 6335,2023-04-04,active,false
1230,CC,1200890275,Arley,León,Díaz,1948-11-07,+57 314 539 4237,2025-10-09,active,false
1231,CC,267437093,Tatiana,Herrera,Valencia,1949-12-28,+57 323 080 7595,2025-11-11,active,false
1232,CC,1620976495,Tomás,Sierra,,1971-12-04,+57 320 678 0856,2023-05-28,inactive,false
1233,CC,708868918,Claudia,Duue,Montoya,1984-09-27,+57 321 434 7955,2024-02-25,active,false
1234,CC,1246720211,Gina,Bernal,Rincón,1964-10-12,+57 351 438 6632,2023-08-30,active,false
1235,CC,1557391530,Laura,Cruz,Mendoza,1987-06-03,+57 312 890 6120,2024-10-13,active,false
1236,CE,4423737,Diego,Arango,León,1986-01-27,+57 303 593 9982,2025-05-30,suspended,false
1237,CC,1366591596,Aura,Sierra,Arango,1946-11-25,+57 324 569 9611,2024-01-16,active,false
1238,CC,789890549,Yolanda,Mesa,Caballero,1960-04-12,+57 318 622 0234,2026-01-08,inactive,false
1239,CC,66618210,Ángela,Velásquez,,1958-07-19,+57 302 149 2164,2026-01-15,active,false
1240,CC,1880239797,Luuz,Rojas,Reyes,1973-09-20,+57 304 829 9796,2025-08-06,active,false
1241,CC,661917882,Stella,Echeverri,Díaz,2007-12-31,+57 315 478 0774,2026-02-05,active,false
1242,CC,360618564,Fernanda,Rodríguez,Rivera,1962-07-23,+57 311 416 3894,2025-03-22,active,false
1243,CC,982310235,Harold,Rivera,Flores,1990-06-01,+57 314 020 8021,2024-02-26,active,true
1244,CC,1080296730,Lara,Aguilar,,1984-06-14,+57 314 120 4618,2023-04-12,active,false
1245,CC,961251381,Deiby,Salazar,Vargas,1993-01-20,+57 318 183 7645,2024-03-20,active,false
1246,CC,121857074,Hugo,Trujillo,,1952-10-18,+57 311 650 2491,2023-09-26,active,false
1247,CC,1083568329,Yeison,Botero,Contreras,2002-08-18,+57 301 528 1273,2023-06-09,active,false
1248,CC,1939864201,Esteban,Murillo,López,2005-06-03,+57 318 848 7392,2025-05-26,active,false
1249,CC,1769687936,Janeth,Contreras,Carvajal,1991-05-06,+57 318 086 2095,2025-02-27,active,false
1250,CC,1326491758,Edwin,Delgado,Rivera,1989-08-25,+57 324 511 8102,2025-05-26,active,true
1251,CC,1349966415,Martha,Morales,,1963-09-29,+57 315 391 0371,2023-05-18,active,false
1252,CC,1586897976,Derly,Galindo,Mesa,2003-09-05,+57 310 811 3863,2023-07-16,active,false
1253,CC,1458461748,Javier,Cifuentes,Galindo,1978-07-04,+57 305 286 8528,2023-09-08,suspended,false
1254,CC,1784154296,Esperanza,Carvajal,Giraldo,1961-08-25,+57 322 836 8457,2024-06-13,active,false
1255,CC,486498065,Simón,Contreras,,1994-08-30,+57 350 488 8992,2023-03-23,active,false
1256,CC,868560193,Tatiana,Quintero,Valencia,1971-10-19,+57 351 572 7919,2023-07-15,active,true
1257,CC,1873653103,Martín,Hernández,Duarte,2000-10-13,+57 324 604 8058,2023-03-02,active,false
1258,CC,203451673,Mauricio,Sánchez,Velásquez,1993-06-30,+57 316 225 1790,2024-09-22,active,false
1259,CC,1410692848,Lina,Duque,,1971-10-30,+57 311 314 6591,2026-01-15,active,false
1260,CC,1733991331,Maartha,Giraldo,Forero,1979-11-25,+57 301 335 2110,2025-07-28,active,false
1261,CC,58851202,Janeth,Cardona,,1986-10-23,+57 310 884 8792,2024-04-15,active,false
